date,time,overpoints,click,mode_id
2017-06-04,13:27:22,0,0,1
2017-06-04,13:27:23,0,0,1
2017-06-04,13:27:24,0,0,1
2017-06-04,13:27:25,0,0,1
2017-06-04,13:27:26,0,0,1
2017-06-04,13:27:27,0,0,1
2017-06-04,13:27:28,0,0,1
2017-06-04,13:27:29,0,0,1
2017-06-04,13:27:30,0,0,1
2017-06-04,13:27:31,0,0,1
2017-06-04,13:27:32,0,0,1
2017-06-04,13:27:33,0,0,1
2017-06-04,13:27:34,0,0,1
2017-06-04,13:27:35,0,0,1
2017-06-04,13:27:36,0,0,1
2017-06-04,13:27:37,0,0,1
2017-06-04,13:27:38,1016,0,1
2017-06-04,13:27:39,0,0,1
2017-06-04,13:27:40,0,0,1
2017-06-04,13:27:41,0,0,1
2017-06-04,13:27:42,0,0,1
2017-06-04,13:27:43,0,0,1
2017-06-04,13:27:44,0,0,1
2017-06-04,13:27:45,0,0,1
2017-06-04,13:27:46,0,0,1
2017-06-04,13:27:47,0,0,1
2017-06-04,13:27:48,0,0,1
2017-06-04,13:27:49,0,0,1
2017-06-04,13:27:50,0,0,1
2017-06-04,13:27:51,0,0,1
2017-06-04,13:27:52,0,0,1
2017-06-04,13:27:53,0,0,1
2017-06-04,13:27:54,0,0,1
2017-06-04,13:27:55,0,0,1
2017-06-04,13:27:56,0,0,1
2017-06-04,13:27:57,0,0,1
2017-06-04,13:27:58,0,0,1
2017-06-04,13:27:59,0,0,1
2017-06-04,13:28:00,0,0,1
2017-06-04,13:28:01,0,0,1
2017-06-04,13:28:02,0,0,1
2017-06-04,13:28:03,0,0,1
2017-06-04,13:28:04,0,0,1
2017-06-04,13:28:05,0,0,1
2017-06-04,13:28:06,0,0,1
2017-06-04,13:28:07,0,0,1
2017-06-04,13:28:08,0,0,1
2017-06-04,13:28:09,0,0,1
2017-06-04,13:28:10,0,0,1
2017-06-04,13:28:11,0,0,1
2017-06-04,13:28:12,0,0,1
2017-06-04,13:28:13,0,0,1
2017-06-04,13:28:14,0,0,1
2017-06-04,13:28:15,0,0,1
2017-06-04,13:28:16,0,0,1
2017-06-04,13:28:17,0,0,1
2017-06-04,13:28:18,0,0,1
2017-06-04,13:28:19,0,0,1
2017-06-04,13:28:20,0,0,1
2017-06-04,13:28:21,0,0,1
2017-06-04,13:28:22,0,0,1
2017-06-04,13:28:23,0,0,1
2017-06-04,13:28:24,0,0,1
2017-06-04,13:28:25,0,0,1
2017-06-04,13:28:26,0,0,1
2017-06-04,13:28:27,0,0,1
2017-06-04,13:28:28,0,0,1
2017-06-04,13:28:29,0,0,1
2017-06-04,13:28:30,0,0,1
2017-06-04,13:28:31,0,0,1
2017-06-04,13:28:32,0,0,1
2017-06-04,13:28:33,0,0,1
2017-06-04,13:28:34,0,0,1
2017-06-04,13:28:35,0,0,1
2017-06-04,13:28:36,0,0,1
2017-06-04,13:28:37,0,0,1
2017-06-04,13:28:38,0,0,1
2017-06-04,13:28:39,0,0,1
2017-06-04,13:28:40,0,0,1
2017-06-04,13:28:41,0,0,1
2017-06-04,13:28:42,0,0,1
2017-06-04,13:28:43,0,0,1
2017-06-04,13:28:44,0,0,1
2017-06-04,13:28:45,0,0,1
2017-06-04,13:28:46,0,0,1
2017-06-04,13:28:47,0,0,1
2017-06-04,13:28:48,0,0,1
2017-06-04,13:28:49,0,0,1
2017-06-04,13:28:50,0,0,1
2017-06-04,13:28:51,0,0,1
2017-06-04,13:28:52,0,0,1
2017-06-04,13:28:53,0,0,1
2017-06-04,13:28:54,0,0,1
2017-06-04,13:28:55,0,0,1
2017-06-04,13:28:56,0,0,1
2017-06-04,13:28:57,0,0,1
2017-06-04,13:28:58,0,0,1
2017-06-04,13:28:59,0,0,1
2017-06-04,13:29:00,0,0,1
2017-06-04,13:29:01,0,0,1
2017-06-04,13:29:02,0,0,1
2017-06-04,13:29:03,0,0,1
2017-06-04,13:29:04,0,0,1
2017-06-04,13:29:05,0,0,1
2017-06-04,13:29:06,0,0,1
2017-06-04,13:29:07,0,0,1
2017-06-04,13:29:08,0,0,1
2017-06-04,13:29:09,0,0,1
2017-06-04,13:29:10,0,0,1
2017-06-04,13:29:11,0,0,1
2017-06-04,13:29:12,0,0,1
2017-06-04,13:29:13,0,0,1
2017-06-04,13:29:14,0,0,1
2017-06-04,13:29:15,0,0,1
2017-06-04,13:29:16,0,0,1
2017-06-04,13:29:17,0,0,1
2017-06-04,13:29:18,0,0,1
2017-06-04,13:29:19,0,0,1
2017-06-04,13:29:20,0,0,1
2017-06-04,13:29:21,0,0,1
2017-06-04,13:29:22,0,0,1
2017-06-04,13:29:23,0,0,1
2017-06-04,13:29:24,0,0,1
2017-06-04,13:29:25,0,0,1
2017-06-04,13:29:26,0,0,1
2017-06-04,13:29:27,0,0,1
2017-06-04,13:29:28,0,0,1
2017-06-04,13:29:29,0,0,1
2017-06-04,13:29:30,0,0,1
2017-06-04,13:29:31,0,0,1
2017-06-04,13:29:32,0,0,1
2017-06-04,13:29:33,0,0,1
2017-06-04,13:29:34,0,0,1
2017-06-04,13:29:35,0,0,1
2017-06-04,13:29:36,0,0,1
2017-06-04,13:29:37,0,0,1
2017-06-04,13:29:38,0,0,1
2017-06-04,13:29:39,0,0,1
2017-06-04,13:29:40,0,0,1
2017-06-04,13:29:41,0,0,1
2017-06-04,13:29:42,0,0,1
2017-06-04,13:29:43,0,0,1
2017-06-04,13:29:44,0,0,1
2017-06-04,13:29:45,0,0,1
2017-06-04,13:29:46,0,0,1
2017-06-04,13:29:47,0,0,1
2017-06-04,13:29:48,0,0,1
2017-06-04,13:29:49,0,0,1
2017-06-04,13:29:50,0,0,1
2017-06-04,13:29:51,0,0,1
2017-06-04,13:29:52,0,0,1
2017-06-04,13:29:53,0,0,1
2017-06-04,13:29:54,0,0,1
2017-06-04,13:29:55,0,0,1
2017-06-04,13:29:56,0,0,1
2017-06-04,13:29:57,0,0,1
2017-06-04,13:29:58,0,0,1
2017-06-04,13:29:59,0,0,1
2017-06-04,13:30:00,0,0,1
2017-06-04,13:30:01,0,0,1
2017-06-04,13:30:02,0,0,1
2017-06-04,13:30:03,0,0,1
2017-06-04,13:30:04,0,0,1
2017-06-04,13:30:05,0,0,1
2017-06-04,13:30:06,0,0,1
2017-06-04,13:30:07,0,0,1
2017-06-04,13:30:08,0,0,1
2017-06-04,13:30:09,0,0,1
2017-06-04,13:30:10,0,0,1
2017-06-04,13:30:11,0,0,1
2017-06-04,13:30:12,0,0,1
2017-06-04,13:30:13,0,0,1
2017-06-04,13:30:14,0,0,1
2017-06-04,13:30:15,0,0,1
2017-06-04,13:30:16,0,0,1
2017-06-04,13:30:17,0,0,1
2017-06-04,13:30:18,0,0,1
2017-06-04,13:30:19,0,0,1
2017-06-04,13:30:20,0,0,1
2017-06-04,13:30:21,0,0,1
2017-06-04,13:30:22,0,0,1
2017-06-04,13:30:23,0,0,1
2017-06-04,13:30:24,0,0,1
2017-06-04,13:30:25,0,0,1
2017-06-04,13:30:26,0,0,1
2017-06-04,13:30:27,0,0,1
2017-06-04,13:30:28,0,0,1
2017-06-04,13:30:29,0,0,1
2017-06-04,13:30:30,0,0,1
2017-06-04,13:30:31,0,0,1
2017-06-04,13:30:32,0,0,1
2017-06-04,13:30:33,0,0,1
2017-06-04,13:30:34,0,0,1
2017-06-04,13:30:35,0,0,1
2017-06-04,13:30:36,0,0,1
2017-06-04,13:30:37,0,0,1
2017-06-04,13:30:38,0,0,1
2017-06-04,13:30:39,0,0,1
2017-06-04,13:30:40,0,0,1
2017-06-04,13:30:41,0,0,1
2017-06-04,13:30:42,0,0,1
2017-06-04,13:30:43,0,0,1
2017-06-04,13:30:44,0,0,1
2017-06-04,13:30:45,0,0,1
2017-06-04,13:30:46,0,0,1
2017-06-04,13:30:47,0,0,1
2017-06-04,13:30:48,0,0,1
2017-06-04,13:30:49,0,0,1
2017-06-04,13:30:50,0,0,1
2017-06-04,13:30:51,0,0,1
2017-06-04,13:30:52,0,0,1
2017-06-04,13:30:53,0,0,1
2017-06-04,13:30:54,0,0,1
2017-06-04,13:30:55,0,0,1
2017-06-04,13:30:56,0,0,1
2017-06-04,13:30:57,0,0,1
2017-06-04,13:30:58,0,0,1
2017-06-04,13:30:59,0,0,1
2017-06-04,13:31:00,0,0,1
2017-06-04,13:31:01,0,0,1
2017-06-04,13:31:02,0,0,1
2017-06-04,13:31:03,0,0,1
2017-06-04,13:31:04,0,0,1
2017-06-04,13:31:05,0,0,1
2017-06-04,13:31:06,0,0,1
2017-06-04,13:31:07,0,0,1
2017-06-04,13:31:08,0,0,1
2017-06-04,13:31:09,0,0,1
2017-06-04,13:31:10,0,0,1
2017-06-04,13:31:11,0,0,1
2017-06-04,13:31:12,0,0,1
2017-06-04,13:31:13,0,0,1
2017-06-04,13:31:14,0,0,1
2017-06-04,13:31:15,0,0,1
2017-06-04,13:31:16,0,0,1
2017-06-04,13:31:17,0,0,1
2017-06-04,13:31:18,0,0,1
2017-06-04,13:31:19,0,0,1
2017-06-04,13:31:20,0,0,1
2017-06-04,13:31:21,0,0,1
2017-06-04,13:31:22,0,0,1
2017-06-04,13:31:23,0,0,1
2017-06-04,13:31:24,0,0,1
2017-06-04,13:31:25,0,0,1
2017-06-04,13:31:26,0,0,1
2017-06-04,13:31:27,0,0,1
2017-06-04,13:31:28,0,0,1
2017-06-04,13:31:29,0,0,1
2017-06-04,13:31:30,0,0,1
2017-06-04,13:31:31,0,0,1
2017-06-04,13:31:32,0,0,1
2017-06-04,13:31:33,0,0,1
2017-06-04,13:31:34,0,0,1
2017-06-04,13:31:35,0,0,1
2017-06-04,13:31:36,0,0,1
2017-06-04,13:31:37,0,0,1
2017-06-04,13:31:38,0,0,1
2017-06-04,13:31:39,0,0,1
2017-06-04,13:31:40,0,0,1
2017-06-04,13:31:41,0,0,1
2017-06-04,13:31:42,0,0,1
2017-06-04,13:31:43,0,0,1
2017-06-04,13:31:44,0,0,1
2017-06-04,13:31:45,0,0,1
2017-06-04,13:31:46,0,0,1
2017-06-04,13:31:47,0,0,1
2017-06-04,13:31:48,0,0,1
2017-06-04,13:31:49,0,0,1
2017-06-04,13:31:50,0,0,1
2017-06-04,13:31:51,0,0,1
2017-06-04,13:31:52,0,0,1
2017-06-04,13:31:53,0,0,1
2017-06-04,13:31:54,0,0,1
2017-06-04,13:31:55,0,0,1
2017-06-04,13:31:56,0,0,1
2017-06-04,13:31:57,0,0,1
2017-06-04,13:31:58,0,0,1
2017-06-04,13:31:59,0,0,1
2017-06-04,13:32:00,0,0,1
2017-06-04,13:32:01,0,0,1
2017-06-04,13:32:02,0,0,1
2017-06-04,13:32:03,0,0,1
2017-06-04,13:32:04,0,0,1
2017-06-04,13:32:05,0,0,1
2017-06-04,13:32:06,0,0,2
2017-06-04,13:32:07,0,0,2
2017-06-04,13:32:08,0,0,2
2017-06-04,13:32:09,0,0,2
2017-06-04,13:32:10,0,0,2
2017-06-04,13:32:11,0,0,2
2017-06-04,13:32:12,0,0,2
2017-06-04,13:32:13,0,0,2
2017-06-04,13:32:14,0,0,2
2017-06-04,13:32:15,0,0,2
2017-06-04,13:32:16,0,0,2
2017-06-04,13:32:17,0,0,2
2017-06-04,13:32:18,0,0,2
2017-06-04,13:32:19,0,0,2
2017-06-04,13:32:20,0,0,2
2017-06-04,13:32:21,0,0,2
2017-06-04,13:32:22,0,0,2
2017-06-04,13:32:23,0,0,2
2017-06-04,13:32:24,0,0,2
2017-06-04,13:32:25,0,0,2
2017-06-04,13:32:26,0,0,2
2017-06-04,13:32:27,0,0,2
2017-06-04,13:32:28,0,0,2
2017-06-04,13:32:29,0,0,2
2017-06-04,13:32:30,0,0,2
2017-06-04,13:32:31,0,0,2
2017-06-04,13:32:32,0,0,2
2017-06-04,13:32:33,0,0,2
2017-06-04,13:32:34,0,0,2
2017-06-04,13:32:35,0,0,2
2017-06-04,13:32:36,0,0,2
2017-06-04,13:32:37,0,0,2
2017-06-04,13:32:38,0,0,2
2017-06-04,13:32:39,0,0,2
2017-06-04,13:32:40,0,0,2
2017-06-04,13:32:41,0,0,2
2017-06-04,13:32:42,0,0,2
2017-06-04,13:32:43,0,0,2
2017-06-04,13:32:44,0,0,2
2017-06-04,13:32:45,0,0,2
2017-06-04,13:32:46,0,0,2
2017-06-04,13:32:47,0,0,2
2017-06-04,13:32:48,0,0,2
2017-06-04,13:32:49,0,0,2
2017-06-04,13:32:50,0,0,2
2017-06-04,13:32:51,0,0,2
2017-06-04,13:32:52,0,0,2
2017-06-04,13:32:53,0,0,2
2017-06-04,13:32:54,0,0,2
2017-06-04,13:32:55,0,0,2
2017-06-04,13:32:56,0,0,2
2017-06-04,13:32:57,0,0,2
2017-06-04,13:32:58,0,0,2
2017-06-04,13:32:59,0,0,2
2017-06-04,13:33:00,0,0,2
2017-06-04,13:33:01,0,0,2
2017-06-04,13:33:02,0,0,2
2017-06-04,13:33:03,0,0,2
2017-06-04,13:33:04,0,0,2
2017-06-04,13:33:05,0,0,2
2017-06-04,13:33:06,0,0,3
2017-06-04,13:33:07,0,0,3
2017-06-04,13:33:08,0,0,3
2017-06-04,13:33:09,0,0,3
2017-06-04,13:33:10,0,0,3
2017-06-04,13:33:11,0,0,3
2017-06-04,13:33:12,0,0,3
2017-06-04,13:33:13,0,0,3
2017-06-04,13:33:14,0,0,3
2017-06-04,13:33:15,0,0,3
2017-06-04,13:33:16,0,0,3
2017-06-04,13:33:17,0,0,3
2017-06-04,13:33:18,0,0,3
2017-06-04,13:33:19,0,0,3
2017-06-04,13:33:20,0,0,3
2017-06-04,13:33:21,0,0,3
2017-06-04,13:33:22,0,0,3
2017-06-04,13:33:23,0,0,3
2017-06-04,13:33:24,0,0,3
2017-06-04,13:33:25,0,0,3
2017-06-04,13:33:26,0,0,3
2017-06-04,13:33:27,0,0,3
2017-06-04,13:33:28,0,0,3
2017-06-04,13:33:29,0,0,3
2017-06-04,13:33:30,0,0,3
2017-06-04,13:33:31,0,0,3
2017-06-04,13:33:32,0,0,3
2017-06-04,13:33:33,0,0,3
2017-06-04,13:33:34,0,0,3
2017-06-04,13:33:35,0,0,3
2017-06-04,13:33:36,0,0,3
2017-06-04,13:33:37,0,0,3
2017-06-04,13:33:38,0,0,3
2017-06-04,13:33:39,0,0,3
2017-06-04,13:33:40,0,0,3
2017-06-04,13:33:41,0,0,3
2017-06-04,13:33:42,0,0,3
2017-06-04,13:33:43,0,0,3
2017-06-04,13:33:44,0,0,3
2017-06-04,13:33:45,0,0,3
2017-06-04,13:33:46,0,0,3
2017-06-04,13:33:47,0,0,3
2017-06-04,13:33:48,0,0,3
2017-06-04,13:33:49,0,0,3
2017-06-04,13:33:50,0,0,3
2017-06-04,13:33:51,0,0,3
2017-06-04,13:33:52,0,0,3
2017-06-04,13:33:53,0,0,3
2017-06-04,13:33:54,0,0,3
2017-06-04,13:33:55,0,0,3
2017-06-04,13:33:56,0,0,3
2017-06-04,13:33:57,0,0,3
2017-06-04,13:33:58,0,0,3
2017-06-04,13:33:59,0,0,3
2017-06-04,13:34:00,0,0,3
2017-06-04,13:34:01,0,0,3
2017-06-04,13:34:02,0,0,3
2017-06-04,13:34:03,0,0,3
2017-06-04,13:34:04,0,0,3
2017-06-04,13:34:05,0,0,3
2017-06-04,13:34:06,0,0,4
2017-06-04,13:34:07,0,0,4
2017-06-04,13:34:08,0,0,4
2017-06-04,13:34:09,0,0,4
2017-06-04,13:34:10,0,0,4
2017-06-04,13:34:11,0,0,4
2017-06-04,13:34:12,0,0,4
2017-06-04,13:34:13,0,0,4
2017-06-04,13:34:14,0,0,4
2017-06-04,13:34:15,0,0,4
2017-06-04,13:34:16,0,0,4
2017-06-04,13:34:17,0,0,4
2017-06-04,13:34:18,0,0,4
2017-06-04,13:34:19,0,0,4
2017-06-04,13:34:20,0,0,4
2017-06-04,13:34:21,0,0,4
2017-06-04,13:34:22,0,0,4
2017-06-04,13:34:23,0,0,4
2017-06-04,13:34:24,0,0,4
2017-06-04,13:34:25,0,0,4
2017-06-04,13:34:26,0,0,4
2017-06-04,13:34:27,0,0,4
2017-06-04,13:34:28,0,0,4
2017-06-04,13:34:29,0,0,4
2017-06-04,13:34:30,0,0,4
2017-06-04,13:34:31,0,0,4
2017-06-04,13:34:32,0,0,4
2017-06-04,13:34:33,0,0,4
2017-06-04,13:34:34,0,0,4
2017-06-04,13:34:35,0,0,4
2017-06-04,13:34:36,0,0,4
2017-06-04,13:34:37,0,0,4
2017-06-04,13:34:38,0,0,4
2017-06-04,13:34:39,0,0,4
2017-06-04,13:34:40,0,0,4
2017-06-04,13:34:41,0,0,4
2017-06-04,13:34:42,0,0,4
2017-06-04,13:34:43,0,0,4
2017-06-04,13:34:44,0,0,4
2017-06-04,13:34:45,0,0,4
2017-06-04,13:34:46,0,0,4
2017-06-04,13:34:47,0,0,4
2017-06-04,13:34:48,0,0,4
2017-06-04,13:34:49,0,0,4
2017-06-04,13:34:50,0,0,4
2017-06-04,13:34:51,0,0,4
2017-06-04,13:34:52,0,0,4
2017-06-04,13:34:53,0,0,4
2017-06-04,13:34:54,0,0,4
2017-06-04,13:34:55,0,0,4
2017-06-04,13:34:56,0,0,4
2017-06-04,13:34:57,0,0,4
2017-06-04,13:34:58,0,0,4
2017-06-04,13:34:59,0,0,4
2017-06-04,13:35:00,0,0,4
2017-06-04,13:35:01,0,0,4
2017-06-04,13:35:02,0,0,4
2017-06-04,13:35:03,0,0,4
2017-06-04,13:35:04,0,0,4
2017-06-04,13:35:05,0,0,4
2017-06-04,13:35:06,0,0,5
2017-06-04,13:35:07,0,0,5
2017-06-04,13:35:08,0,0,5
2017-06-04,13:35:09,0,0,5
2017-06-04,13:35:10,0,0,5
2017-06-04,13:35:11,0,0,5
2017-06-04,13:35:12,0,0,5
2017-06-04,13:35:13,0,0,5
2017-06-04,13:35:14,0,0,5
2017-06-04,13:35:15,0,0,5
2017-06-04,13:35:16,0,0,5
2017-06-04,13:35:17,0,0,5
2017-06-04,13:35:18,0,0,5
2017-06-04,13:35:19,0,0,5
2017-06-04,13:35:20,0,0,5
2017-06-04,13:35:21,0,0,5
2017-06-04,13:35:22,0,0,5
2017-06-04,13:35:23,0,0,5
2017-06-04,13:35:24,0,0,5
2017-06-04,13:35:25,0,0,5
2017-06-04,13:35:26,0,0,5
2017-06-04,13:35:27,0,0,5
2017-06-04,13:35:28,0,0,5
2017-06-04,13:35:29,0,0,5
2017-06-04,13:35:30,0,0,5
2017-06-04,13:35:31,0,0,5
2017-06-04,13:35:32,0,0,5
2017-06-04,13:35:33,0,0,5
2017-06-04,13:35:34,0,0,5
2017-06-04,13:35:35,0,0,5
2017-06-04,13:35:36,0,0,5
2017-06-04,13:35:37,0,0,5
2017-06-04,13:35:38,0,0,5
2017-06-04,13:35:39,0,0,5
2017-06-04,13:35:40,0,0,5
2017-06-04,13:35:41,0,0,5
2017-06-04,13:35:42,0,0,5
2017-06-04,13:35:43,0,0,5
2017-06-04,13:35:44,0,0,5
2017-06-04,13:35:45,0,0,5
2017-06-04,13:35:46,0,0,5
2017-06-04,13:35:47,0,0,5
2017-06-04,13:35:48,0,0,5
2017-06-04,13:35:49,0,0,5
2017-06-04,13:35:50,0,0,5
2017-06-04,13:35:51,0,0,5
2017-06-04,13:35:52,0,0,5
2017-06-04,13:35:53,0,0,5
2017-06-04,13:35:54,0,0,5
2017-06-04,13:35:55,0,0,5
2017-06-04,13:35:56,0,0,5
2017-06-04,13:35:57,0,0,5
2017-06-04,13:35:58,0,0,5
2017-06-04,13:35:59,0,0,5
2017-06-04,13:36:00,0,0,5
2017-06-04,13:36:01,0,0,5
2017-06-04,13:36:02,0,0,5
2017-06-04,13:36:03,0,0,5
2017-06-04,13:36:04,0,0,5
2017-06-04,13:36:05,0,0,5
2017-06-04,13:36:06,0,0,6
2017-06-04,13:36:07,0,0,6
2017-06-04,13:36:08,0,0,6
2017-06-04,13:36:09,0,0,6
2017-06-04,13:36:10,0,0,6
2017-06-04,13:36:11,0,0,6
2017-06-04,13:36:12,0,0,6
2017-06-04,13:36:13,0,0,6
2017-06-04,13:36:14,0,0,6
2017-06-04,13:36:15,0,0,6
2017-06-04,13:36:16,0,0,6
2017-06-04,13:36:17,0,0,6
2017-06-04,13:36:18,0,0,6
2017-06-04,13:36:19,0,0,6
2017-06-04,13:36:20,0,0,6
2017-06-04,13:36:21,0,0,6
2017-06-04,13:36:22,0,0,6
2017-06-04,13:36:23,0,0,6
2017-06-04,13:36:24,0,0,6
2017-06-04,13:36:25,0,0,6
2017-06-04,13:36:26,0,0,6
2017-06-04,13:36:27,0,0,6
2017-06-04,13:36:28,0,0,6
2017-06-04,13:36:29,0,0,6
2017-06-04,13:36:30,0,0,6
2017-06-04,13:36:31,0,0,6
2017-06-04,13:36:32,0,0,6
2017-06-04,13:36:33,0,0,6
2017-06-04,13:36:34,0,0,6
2017-06-04,13:36:35,0,0,6
2017-06-04,13:36:36,0,0,6
2017-06-04,13:36:37,0,0,6
2017-06-04,13:36:38,0,0,6
2017-06-04,13:36:39,0,0,6
2017-06-04,13:36:40,0,0,6
2017-06-04,13:36:41,0,0,6
2017-06-04,13:36:42,0,0,6
2017-06-04,13:36:43,0,0,6
2017-06-04,13:36:44,0,0,6
2017-06-04,13:36:45,0,0,6
2017-06-04,13:36:46,0,0,6
2017-06-04,13:36:47,0,0,6
2017-06-04,13:36:48,0,0,6
2017-06-04,13:36:49,0,0,6
2017-06-04,13:36:50,0,0,6
2017-06-04,13:36:51,0,0,6
2017-06-04,13:36:52,0,0,6
2017-06-04,13:36:53,0,0,6
2017-06-04,13:36:54,0,0,6
2017-06-04,13:36:55,0,0,6
2017-06-04,13:36:56,0,0,6
2017-06-04,13:36:57,0,0,6
2017-06-04,13:36:58,0,0,6
2017-06-04,13:36:59,0,0,6
2017-06-04,13:37:00,0,0,6
2017-06-04,13:37:01,0,0,6
2017-06-04,13:37:02,0,0,6
2017-06-04,13:37:03,0,0,6
2017-06-04,13:37:04,0,0,6
2017-06-04,13:37:05,0,0,6
2017-06-04,13:37:06,0,0,7
2017-06-04,13:37:07,0,0,7
2017-06-04,13:37:08,0,0,7
2017-06-04,13:37:09,0,0,7
2017-06-04,13:37:10,0,0,7
2017-06-04,13:37:11,0,0,7
2017-06-04,13:37:12,0,0,7
2017-06-04,13:37:13,0,0,7
2017-06-04,13:37:14,0,0,7
2017-06-04,13:37:15,0,0,7
2017-06-04,13:37:16,0,0,7
2017-06-04,13:37:17,0,0,7
2017-06-04,13:37:18,0,0,7
2017-06-04,13:37:19,0,0,7
2017-06-04,13:37:20,0,0,7
2017-06-04,13:37:21,0,0,7
2017-06-04,13:37:22,0,0,7
2017-06-04,13:37:23,0,0,7
2017-06-04,13:37:24,0,0,7
2017-06-04,13:37:25,0,0,7
2017-06-04,13:37:26,0,0,7
2017-06-04,13:37:27,0,0,7
2017-06-04,13:37:28,0,0,7
2017-06-04,13:37:29,0,0,7
2017-06-04,13:37:30,0,0,7
2017-06-04,13:37:31,0,0,7
2017-06-04,13:37:32,0,0,7
2017-06-04,13:37:33,0,0,7
2017-06-04,13:37:34,0,0,7
2017-06-04,13:37:35,0,0,7
2017-06-04,13:37:36,0,0,7
2017-06-04,13:37:37,0,0,7
2017-06-04,13:37:38,0,0,7
2017-06-04,13:37:39,0,0,7
2017-06-04,13:37:40,0,0,7
2017-06-04,13:37:41,0,0,7
2017-06-04,13:37:42,0,0,7
2017-06-04,13:37:43,0,0,7
2017-06-04,13:37:44,0,0,7
2017-06-04,13:37:45,0,0,7
2017-06-04,13:37:46,0,0,7
2017-06-04,13:37:47,0,0,7
2017-06-04,13:37:48,0,0,7
2017-06-04,13:37:49,0,0,7
2017-06-04,13:37:50,1360,0,7
2017-06-04,13:37:51,1584,1,3
2017-06-04,13:37:52,0,0,3
2017-06-04,13:37:53,0,0,3
2017-06-04,13:37:54,1414,0,3
2017-06-04,13:37:55,1322,0,3
2017-06-04,13:37:56,1167,0,3
2017-06-04,13:37:57,1185,0,3
2017-06-04,13:37:58,1004,0,3
2017-06-04,13:37:59,2423,0,3
2017-06-04,13:38:00,2201,0,3
2017-06-04,13:38:01,0,0,3
2017-06-04,13:38:02,1041,0,3
2017-06-04,13:38:03,0,0,3
2017-06-04,13:38:04,0,0,3
2017-06-04,13:38:05,0,0,3
2017-06-04,13:38:06,0,0,3
2017-06-04,13:38:07,1896,0,3
2017-06-04,13:38:08,1861,0,3
2017-06-04,13:38:09,0,0,3
2017-06-04,13:38:10,0,0,3
2017-06-04,13:38:11,1321,0,3
2017-06-04,13:38:12,1671,1,1
2017-06-04,13:38:13,1146,0,1
2017-06-04,13:38:14,1185,0,1
2017-06-04,13:38:15,0,0,1
2017-06-04,13:38:16,0,0,1
2017-06-04,13:38:17,0,0,1
2017-06-04,13:38:18,0,0,1
2017-06-04,13:38:19,0,0,1
2017-06-04,13:38:20,0,0,1
2017-06-04,13:38:21,0,0,1
2017-06-04,13:38:22,0,0,1
2017-06-04,13:38:23,0,0,1
2017-06-04,13:38:24,0,0,1
2017-06-04,13:38:25,0,0,1
2017-06-04,13:38:26,0,0,1
2017-06-04,13:38:27,0,0,1
2017-06-04,13:38:28,0,0,1
2017-06-04,13:38:29,0,0,1
2017-06-04,13:38:30,0,0,1
2017-06-04,13:38:31,0,0,1
2017-06-04,13:38:32,0,0,1
2017-06-04,13:38:33,0,0,1
2017-06-04,13:38:34,0,0,1
2017-06-04,13:38:35,0,0,1
2017-06-04,13:38:36,0,0,1
2017-06-04,13:38:37,0,0,1
2017-06-04,13:38:38,0,0,1
2017-06-04,13:38:39,0,0,1
2017-06-04,13:38:40,0,0,1
2017-06-04,13:38:41,0,0,1
2017-06-04,13:38:42,0,0,1
2017-06-04,13:38:43,0,0,1
2017-06-04,13:38:44,0,0,1
2017-06-04,13:38:45,0,0,1
2017-06-04,13:38:46,0,0,1
2017-06-04,13:38:47,0,0,1
2017-06-04,13:38:48,0,0,1
2017-06-04,13:38:49,0,0,1
2017-06-04,13:38:50,0,0,1
2017-06-04,13:38:51,0,0,1
2017-06-04,13:38:52,0,0,1
2017-06-04,13:38:53,0,0,1
2017-06-04,13:38:54,0,0,1
2017-06-04,13:38:55,0,0,1
2017-06-04,13:38:56,0,0,1
2017-06-04,13:38:57,0,0,1
2017-06-04,13:38:58,0,0,1
2017-06-04,13:38:59,0,0,1
2017-06-04,13:39:00,0,0,1
2017-06-04,13:39:01,0,0,1
2017-06-04,13:39:02,0,0,1
2017-06-04,13:39:03,0,0,1
2017-06-04,13:39:04,0,0,1
2017-06-04,13:39:05,0,0,1
2017-06-04,13:39:06,0,0,1
2017-06-04,13:39:07,0,0,1
2017-06-04,13:39:08,0,0,1
2017-06-04,13:39:09,0,0,1
2017-06-04,13:39:10,0,0,1
